,Platform_ORF,logFC,AveExpr,F,P.Value,adj.P.Val,GO.Function,GO.Component,GO.Process,Gene.symbol,Chromosome.annotation,EGEOD,Organism,Species,Strain,StudyType,AssayType,Gen,meta_data
83,orf19.10068.1,-0.059165222,-1.260334778,34.0311266,7.78E-05,0.004060933,NA,NA,NA,SBH1,Contig20151:complement(22890..22753),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
84,orf19.10286.2,-0.060197362,-1.195302638,33.61010535,8.16E-05,0.004060933,NA,NA,NA,SOD1,Contig20158:225692..226171,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
85,orf19.13576,0.00470953,-1.50220953,33.5942827,8.18E-05,0.004060933,DNA translocase activity,RSC-type complex///SWI/SNF complex,transcription elongation from RNA polymerase II promoter///chromosome segregation///nucleosome disassembly,NA,Contig20241:complement(6716..6150),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
86,orf19.12632,0.200029292,1.012220708,33.61863936,8.16E-05,0.004060933,molecular_function,cellular_component,biological_process,NA,Contig20219:76725..77759,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
87,orf19.9331,-0.114994745,-1.089005255,33.73990754,8.04E-05,0.004060933,protein tyrosine phosphatase activity,cellular_component,cellular response to oxidative stress///protein dephosphorylation,NA,Contig20125:43207..44016,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
88,orf19.14148,0.279661655,-1.103661655,33.74227305,8.04E-05,0.004060933,mRNA binding,cytoplasmic stress granule///nucleus///P-body///cytoplasm///cytoplasmic stress granule,"cellular response to osmotic stress///deadenylation-independent decapping of nuclear-transcribed mRNA///cytoplasmic mRNA processing body assembly///positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay///filamentous growth of a population of unicellular organisms in response to starvation///stress granule assembly///filamentous growth///cellular response to starvation",NA,Contig20256:complement(42839..41301),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
89,orf19.10973,-0.080107235,-1.095892765,33.71605798,8.07E-05,0.004060933,transcription factor binding,Sin3-type complex///MBF transcription complex///SBF transcription complex,regulation of transcription involved in G1/S transition of mitotic cell cycle///positive regulation of transcription by RNA polymerase II,NA,Contig20177:29833..31014,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
90,orf19.11583,0.004559917,0.933940083,33.20258116,8.56E-05,0.004197855,K48-linked polyubiquitin modification-dependent protein binding,"proteasome complex///proteasome regulatory particle, lid subcomplex///proteasome regulatory particle, base subcomplex",proteasome assembly///ubiquitin-dependent protein catabolic process,RPN10,Contig20196:58780..59619,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
91,orf19.9597,-0.259717904,1.168217904,33.01663534,8.74E-05,0.004247888,molecular_function,plasma membrane,biological_process,NA,Contig20139:complement(106291..105437),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
92,orf19.12366,0.294062758,-1.210312758,32.91618185,8.85E-05,0.004257371,"alpha-1,3-mannosyltransferase activity",Golgi apparatus,protein O-linked glycosylation,MNN13,Contig20215:390443..392929,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
93,orf19.7897,0.304614746,2.085135254,32.93202428,8.83E-05,0.004257371,RNA binding///ribonuclease III activity,cellular_component,RNA processing,NA,Contig20046:67737..69239,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
94,orf19.9716,0.134792069,-1.310792069,32.81725929,8.95E-05,0.004262542,molecular_function,plasma membrane///plasma membrane///extracellular vesicle,pathogenesis,NA,Contig20141:17947..20730,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
95,orf19.13671,0.050348008,-1.080598008,32.8532865,8.91E-05,0.004262542,NA,NA,NA,FUN30,Contig20242:complement(14985..14527)///Contig20242:complement(14609..11691),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
96,orf19.9378,-0.001438123,1.272438123,32.16439164,9.66E-05,0.004438264,ribosome binding///ribosomal large subunit binding,"nucleus///nucleolus///preribosome, large subunit precursor///cytoplasm","mature ribosome assembly///assembly of large subunit precursor of preribosome///ribosomal subunit export from nucleus///maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)///maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)///rRNA processing///ribosomal large subunit biogenesis",TIF6,Contig20129:complement(12323..11586),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
97,orf19.13695,-0.062170859,-1.010329141,32.1356983,9.70E-05,0.004439059,molecular_function,membrane,biological_process,NA,Contig20244:complement(34221..33673),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
98,orf19.9955.1,0.06704116,-1.45879116,32.12460247,9.71E-05,0.004439059,NA,NA,NA,MLC1,Contig20148:59630..60058,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
99,orf19.11586,0.114671023,1.279828977,31.83868942,0.000100477,0.004521456,molecular_function,replication fork protection complex,replication fork protection///cellular response to DNA damage stimulus///DNA repair///replication fork arrest///establishment of mitotic sister chromatid cohesion///maintenance of DNA repeat elements///mitotic sister chromatid cohesion///replication fork protection///meiotic chromosome segregation,NA,Contig20196:complement(62464..61514),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
100,orf19.12288,-0.243228093,-0.994271907,31.56870218,0.000103798,0.004586745,molecular_function,mitochondrial matrix,mitochondrial proton-transporting ATP synthase complex assembly///macroautophagy,FMC1,Contig20215:complement(233173..232661),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
101,orf19.9597,0.136751822,1.242748178,31.39810043,0.000105967,0.004643829,molecular_function,plasma membrane,biological_process,NA,Contig20139:complement(106291..105437),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
102,orf19.13338,0.308976326,1.395773675,31.11835221,0.000109644,0.004701957,zinc ion binding///nucleic acid binding///DNA-binding transcription factor activity,nucleus///cytoplasm,positive regulation of cellular protein catabolic process///positive regulation of pseudohyphal growth by positive regulation of transcription from RNA polymerase II promoter///regulation of pseudohyphal growth///positive regulation of protein catabolic process///positive regulation of transcription by RNA polymerase II///positive regulation of transcription by RNA polymerase II///cellular response to drug///filamentous growth of a population of unicellular organisms,STP3,Contig20236:complement(114714..113386),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
103,orf19.10004,0.162620778,1.389629223,30.86171925,0.000113157,0.004738265,molecular_function,cellular_component,biological_process,PRN1,Contig20150:complement(76023..74986),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
104,orf19.13824,0.215637164,-0.876387164,30.73676518,0.000114918,0.004763299,oxidoreductase activity,cellular_component,biological_process,AHP2,Contig20248:complement(28695..28138),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
105,orf19.13174,0.097890243,1.378859757,30.53195785,0.000117877,0.004809521,molecular_function,integral component of membrane///endoplasmic reticulum///SPOTS complex,response to unfolded protein///negative regulation of sphingolipid biosynthetic process///cellular response to drug,ORM1,Contig20233:complement(94322..93516),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
106,orf19.9982,0.554856893,-1.421606893,30.50134188,0.000118327,0.004813259,"2-dehydropantoate 2-reductase activity///NADP binding///oxidoreductase activity///oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",cytoplasm,oxidation-reduction process///pantothenate biosynthetic process,NA,Contig20150:30983..32053,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
107,orf19.8915,-0.641380939,-0.950119061,30.3560431,0.000120494,0.00486693,ATP binding///poly(A) binding///3'-5' RNA helicase activity///exoribonuclease activity,nucleus///nucleolus///TRAMP complex,"mRNA processing///RNA catabolic process///rRNA catabolic process///U5 snRNA 3'-end processing///exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)///nuclear retention of pre-mRNA with aberrant 3'-ends at the site of transcription///nuclear polyadenylation-dependent rRNA catabolic process///ncRNA polyadenylation///polyadenylation-dependent snoRNA 3'-end processing///nuclear mRNA surveillance of mRNA 3'-end processing///nuclear polyadenylation-dependent tRNA catabolic process///U4 snRNA 3'-end processing///nuclear polyadenylation-dependent mRNA catabolic process",MTR4,Contig20110:16633..19821,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
108,orf19.9592,0.738343047,1.154656954,30.25880956,0.000121971,0.004894027,molecular_function,cell surface,biological_process,NA,Contig20139:98512..100197,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
109,orf19.11518,0.098451057,1.209298943,30.0978409,0.000124465,0.004938108,"1,3-beta-glucanosyltransferase activity///1,3-beta-glucanosyltransferase activity",fungal-type cell wall///prospore membrane///cell surface///cell surface///extracellular region///yeast-form cell wall///cell surface///yeast-form cell wall///hyphal cell wall///fungal-type cell wall///fungal-type cell wall///fungal-type cell wall///anchored component of plasma membrane///plasma membrane///extracellular vesicle///extracellular vesicle,fungal-type cell wall (1->3)-beta-D-glucan biosynthetic process///ascospore-type prospore assembly///ascospore wall beta-glucan biosynthetic process///fungal-type cell wall organization///cellular response to drug,GAS1,Contig20194:complement(252756..251401),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
110,orf19.9654,-0.265370428,0.970370428,30.06689044,0.000124952,0.004947664,molecular_function,cellular_component,biological_process,NA,Contig20139:202965..203672,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
111,orf19.8636,0.105013001,0.961736999,30.00076105,0.000126,0.004963204,heme binding,cellular_component,biological_process,ATM2,Contig20087:complement(21138..20461),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
112,orf19.10634,0.108964995,1.624535005,29.51095035,0.000134109,0.005100459,arsenite transmembrane transporter activity///bile acid:sodium symporter activity///arsenite transmembrane transporter activity///antimonite transmembrane transporter activity///antiporter activity///antiporter activity,integral component of membrane///plasma membrane,sodium ion transport///antimonite transport///arsenite transport,ARR3,Contig20166:complement(68318..67128),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
113,orf19.12971,0.128430389,1.270569611,29.33953076,0.000137098,0.005166421,oxidoreductase activity///oxidoreductase activity,cellular_component,NADPH regeneration,NA,Contig20230:20726..21772,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
114,orf19.11583,0.116236513,0.952263487,28.67976235,0.000149394,0.005328127,K48-linked polyubiquitin modification-dependent protein binding,"proteasome complex///proteasome regulatory particle, lid subcomplex///proteasome regulatory particle, base subcomplex",proteasome assembly///ubiquitin-dependent protein catabolic process,RPN10,Contig20196:58780..59619,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
115,orf19.10034,0.258319973,1.624180027,28.64081759,0.000150162,0.005336572,zinc ion binding///ubiquitin-protein transferase activity,nucleus///cytoplasm,nuclear protein quality control by the ubiquitin-proteasome system///ubiquitin-dependent protein catabolic process///response to misfolded protein,SAN1,Contig20150:125652..127337,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
116,orf19.8352,0.067688652,1.397811348,28.58899348,0.00015119,0.005354213,molecular_function,integral component of membrane,transmembrane transport,NA,Contig20070:65203..66543,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
117,orf19.12971,0.146712138,1.261037863,28.42722647,0.000154458,0.005412746,oxidoreductase activity///oxidoreductase activity,cellular_component,NADPH regeneration,NA,Contig20230:20726..21772,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
118,orf19.11354,0.066935859,-1.322185859,28.32634826,0.000156539,0.005441029,actin filament binding///ubiquitin binding,Arp2/3 protein complex///cytoplasm,mitotic cytokinesis///Arp2/3 complex-mediated actin nucleation///actin cortical patch organization///positive regulation of Arp2/3 complex-mediated actin nucleation///cellular response to starvation///filamentous growth of a population of unicellular organisms in response to starvation///cellular response to biotic stimulus///filamentous growth of a population of unicellular organisms in response to biotic stimulus///filamentous growth,ARC40,Contig20193:46523..47677,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
119,orf19.11121,0.474798438,1.211451562,28.34271946,0.000156199,0.005441029,alkylbase DNA N-glycosylase activity///damaged DNA binding///DNA-3-methyladenine glycosylase activity,nucleus///cytoplasm,"DNA dealkylation involved in DNA repair///base-excision repair, AP site formation///cellular response to DNA damage stimulus",MAG1,Contig20184:complement(97886..96822),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
120,orf19.10897,-0.04513115,-1.46461885,28.24021609,0.000158344,0.005467307,molecular_function,integral component of membrane,biological_process,NA,Contig20176:complement(6092..5169),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
121,orf19.8620,-1.508115368,0.614496147,58.59768974,0.00016093,0.005514673,NA,NA,NA,NA,Contig20081:38310..38930,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
122,orf19.11813,-0.348435069,1.672185069,28.0546614,0.000162319,0.005515297,monocarboxylic acid transmembrane transporter activity,mitochondrion///membrane,monocarboxylic acid transport,ESBP6,Contig20202:complement(214428..212407),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
123,orf19.13389,0.178025638,-1.097275638,28.09830411,0.000161373,0.005515297,Rho GDP-dissociation inhibitor activity///Rho GDP-dissociation inhibitor activity,cytosol///cellular bud tip///cellular bud neck///cytoplasm,"actin filament organization///Rho protein signal transduction///regulation of vacuole fusion, non-autophagic///hyphal growth///cellular response to starvation///filamentous growth of a population of unicellular organisms in response to starvation///filamentous growth of a population of unicellular organisms in response to biotic stimulus///cellular response to biotic stimulus///filamentous growth",RDI1,Contig20236:219452..220063,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
124,orf19.14133,-0.090435841,1.470685841,27.95853282,0.000164427,0.005535119,molecular_function,nucleoplasm,chromatin maintenance///CENP-A containing nucleosome assembly,NA,Contig20256:10526..11647,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
125,orf19.7904,0.306844504,-0.986344504,27.93981002,0.000164842,0.005535546,long-chain fatty acid-CoA ligase activity///medium-chain fatty acid-CoA ligase activity///very long-chain fatty acid-CoA ligase activity,peroxisome,fatty acid metabolic process///long-chain fatty acid metabolic process,FAA22,Contig20046:complement(81433..79277),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
